respnum,intdate,gendr,q1,q2a,q2b,q3a,q3b,q3c,q3d,q3e,q3f,q3g,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q5e,q5f,q6,q6a,q8a,q8b,q91,q92,q93,q94,q98,q99,q910,q911,q911a,q912,q10,q11a,q11b,q12,q131,q132,q133,q134,q138,q139,q1310,q13a0,q1311,q1312,q13a2,q14,q15,q16a,q16b,q16c,q17,q181,q182,q183,q184,q189,q1810,q1811,q1814,q1815,q19,q201,q202,q203,q204,q209,q2010,q2011,q2014,q2015,q2016,q21,q221,q222,q223,q224,q229,q2210,q2211,q2214,q2215,q2216,q23,q23aa,q23ab,q23a,q23b,q23c,q23d,q23ea,q23eb,q23ec,q23ed,q23ee,q23ef,q23e,q23e1,q23f,q23f1,q23fg,q23h,q24,q25b,q26,q28,q28y,q28m,q30a,q31,q32,q33,q34,q35,q37,wt,filter_$
50100692,20050131,2,15,5, ,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,9,22, ,8,97,5,8,3,97,1,8,6,8,5,7,8,7,8,5,97,7,8,3,2, , , , , , , , , , , , ,1,2,3, ,7,5, , , , , , ,2, ,2, ,1,1,1,1,3, ,5, ,4,3, ,4,2,3,8,1.048396,0
50100694,20050131,1,14,12, ,2,0,0,10,0,0,0,4,0,2,6,0,8,0,2,2,0,0,8,1, , , , , , , , , , , , ,4,5,19,8, ,10,8,5,8,8,8, ,6,8, ,4,1,324, , ,4,8,8,8,7,8,7,8,8,4, , , , , , , , , , , , , , , , , , , , , , , ,1,7,6, ,7,6, , , , , , ,1,7,2, ,1,4,3,1,3, ,12, ,5,4, ,3,1,1,6,1.9544,0
50100696,20050131,1,14,0,5,0,1.16279069767442,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,1.16279069767442,0,0,0,5,8, , , , , , , , , , , , ,3,19,11,6, ,8,6,1,7,8,4,2,7,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,7,6, , , , , , ,2, ,2, ,1,6,2,1,3, ,3, ,4,4, ,1,2,1,3,1.722791,0
50100698,20050131,2,6,7, ,1,0,0,6,0,0,0,1,5,0,1,0,0,6,0,0,1,0,8,6, , , , , , , , , , , , ,2,30,15,9, ,9,7,5,7,7,7, ,97,7, ,2,1,169, , ,8,8,10,9,8,10,9,8,9,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,7,5, , , , , , ,1,7,1,8,1,2,2,2,3, ,2, ,4,3, ,1,3,2,3,.633784,1
50100699,20050131,2,6,1, ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,701, , ,8,5,4,4,5,8,10,10,10,6, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,2, , , , , , ,2, ,2, ,1,1,1,2,1, ,11, ,3,3, ,2,1,3,2,.633784,0
50100700,20050131,2,12,7, ,7,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,407,410, ,8,9,8,8,9,8,9,7,8,6,6,9,8,8,6,8,8,9,8,5,2, , , , , , , , , , , , ,1,6,6, ,7,4, , , , , , ,2, ,1,8,1,4,1,2,1, ,2, ,4,3, ,3,1,5,8,.187358,0
50200004,20050201,2,15,6, ,2,4,0,0,0,0,0,2,0,2,0,2,2,0,2,0,2,0,9,8, , , , , , , , , , , , ,5,7,11,8, ,8,9,6,8,9,7, ,10,8, ,3,3,19,8,49,8,10,9,7,7,8,9,10,7,8,9,10,8,7,8,8,7,9,8,8,1, , , , , , , , , , , , ,1,8,9, ,8,7, , , , , , ,2, ,1,7,1,1,2,2,3, ,3, ,3,4, ,1,3,1,5,1.301604,0
50200012,20050201,2,1,4, ,0,4,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,98,98, , , , , , , , , , , , ,2,12,9,5, ,8,5,4,98,7,5,2,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,4, ,10,98, , , , , , ,2, ,2, ,3,1,2,1,3, ,10, ,4,98, ,6,6,3,1,1.7697,0
50200016,20050201,2,15,13, ,13,0,0,0,0,0,0,0,8,2,1,2,0,0,6,1,6,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,20, , ,10,10,10,6,10,10,6,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,10,10, , , , , , ,2, ,2, ,1,4,1,2,3, ,9, ,5,5, ,6,6,5,2,1.296912,1
50200028,20050201,2,1,10, ,0,10,0,0,0,0,0,3,0,3,0,4,10,0,0,0,0,0,5,97, , , , , , , , , , , , ,5,12,3,10, ,8,10,1,10,10,8, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,97, , , , , , ,2, ,2, ,97,2,2,2,3, ,2, ,5,5, ,2,1,1,1,1.118408,0
50200034,20050201,1,1,0,1,0,.232558139534884,0,0,0,0,0,.232558139534884,0,0,0,0,.232558139534884,0,0,0,0,0,7,6, , , , , , , , , , , , ,1,24,2,7, ,6,7,5,7,7,6, ,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,7,6, , , , , , ,2, ,2, ,1,1,1,1,3,3, , ,2,4, ,3,1,5,9,1.6656,1
50200039,20050201,2,1,44, ,14,25,2,3,0,0,0,20,0,20,2,2,10,10,10,0,7,7,6,1,5,8, ,10,8,5,5,6,6,6, , ,3,10,13,10, ,10,8,5,10,10,10, ,10,10, ,4,1,116, , ,10,10,10,8,5,10,9,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,8, , , , , , ,1,2,1,10,1,2,2,2,1, ,1, ,5,4, ,1,2,1,1,1.118408,0
50200044,20050201,2,15,16, ,16,0,0,0,0,0,0,5,4,5,2,0,0,10,2,4,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,99,16,41,6,10,10,10,2,7,9,10,7,7,7,10,10,10,6,7,10,10,7,9,1,4,10,10,10,1,3,10,9,3,3,1, ,2, ,6, ,5,5, , , , , , ,2, ,1,6,1,8,1,2,1, ,2, ,5,5, ,2,3,4,1,1.301604,0
50200046,20050201,2,14,8, ,0,0,0,8,0,0,0,4,0,4,0,0,8,0,0,0,0,0,10,8, , , , , , , , , , , , ,3,7,19,10, ,9,9,8,10,8,9, ,8,10, ,3,1,502, , ,10,7,10,8,8,8,9,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,1,10,7, ,8,6, , , , , , ,2, ,2, ,1,2,3,2,3, ,3,6,5,4, ,4,1,4,9,.7634,0
50200072,20050201,1,2,8, ,0,6,0,2,0,0,0,0,0,6,0,2,0,0,0,0,8,0,6,5, , , , , , , , , , , , ,3,11,29,6, ,8,8,6,7,7,3,2,6,7, ,5,1,157, , ,5,5,7,7,7,6,6,5,6,4, , , , , , , , , , , , , , , , , , , , , , , ,1,4,5, ,7,7, , , , , , ,2, ,1,7,1,4,2,1,1, , ,4,4,3, ,2,6,2,3,.811446,1
50200082,20050201,1,9,8, ,8,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,210,239, ,8,8,8,8,3,4,3,9,8,7,8,7,7,7,7,6,6,9,7,5,2, , , , , , , , , , , , ,1,5,6, ,6,6, , , , , , ,2, ,1,7,3,2,1,1,1, ,1,6,4,3, ,1,3,3,1,1.101725,1
50200113,20050201,2,13,10, ,10,0,0,0,0,0,0,1,4,5,0,0,0,0,8,2,0,0,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,601, , ,9,10,9,9,2,9,9,10,8,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,7,6, , , , , , ,1,1,2, ,3,95,3,1,3, ,8, ,4,3, ,4,6,2,1,.221213,1
50200129,20050201,2,12,0,1,.232558139534884,0,0,0,0,0,0,0,0,0,.232558139534884,0,0,0,0,0,.232558139534884,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,401, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,1,8,10, ,10,10, , , , , , ,2, ,2, ,2,1,2,2,2,3, , ,5,4, ,1,2,1,97,.601467,1
50200005,20050202,1,14,3, ,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,1, , , , , , , , , , , , ,1,4,20,3, ,1,2,2,2,2,2,2,5,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,2,1, , , , , , ,2, ,2, ,3,1,3,1,2, , ,1,1,1, ,2,1,5,9,2.216718,1
50200030,20050202,1,15,5, ,5,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,5,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,25,98, ,6,8,8,8,6,3,8,9,6,3,9,8,9,9,7,9,9,9,9,9,1, , , , , , , , , , , , ,1,6,6, ,6,8, , , , , , ,2, ,2, ,1,4,1,2,1, , ,1,5,4, ,2,4,4,98,1.928019,0
50200051,20050202,1,15,2, ,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,16,98, ,9,98,10,10,10,97,97,97,9,9,8,9,10,10,7,9,9,10,8,10,98, , , , , , , , , , , , ,1,9,9, ,9,9, , , , , , ,2, ,2, ,1,1,1,2,3, ,10, ,4,4, ,6,6,2,4,.828944,0
50200055,20050202,2,12,10, ,10,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,0,0,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,491, , ,7,5,8,6,2,4,8,6,5,5, , , , , , , , , , , , , , , , , , , , , , , ,1,1,5, ,1,2, , , , , , ,1,1,1,1,3,4,2,1,3, ,20, ,95,3, ,2,3,2,98,.601467,1
50200056,20050202,1,15,6, ,3,0,0,3,0,0,0,0,4,2,0,0,0,0,6,0,0,0,8,7, , , , , , , , , , , , ,2,11,14,10, ,10,10,10,10,10,5,2,97,8, ,2,3,49,101,97,10,8,10,10,5,8,8,10,10,6,5,10,10,97,10,10,10,4,9,4,2, , , , , , , , , , , , ,1,7,7, ,10,10, , , , , , ,2, ,2, ,1,2,3,2,3, ,30, ,4,5, ,6,6,1,97,.828944,1
50200070,20050202,2,1,2, ,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,7,4, , , , , , , , , , , , ,3,11,3,7, ,8,6,6,8,5,5,2,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1, ,6,3, , , , , , ,2, ,1,6,1,95,2,1,2,3, , ,4,3, ,2,1,4,9,1.118408,0
50200074,20050202,1,2,0,2,.465116279069767,0,0,0,0,0,0,.232558139534884,.232558139534884,0,0,0,0,.465116279069767,0,0,0,0,5,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,97,151, ,7,9,10,10,7,4,10,8,4,6,4,8,10,9,5,6,8,6,4,6,1, , , , , , , , , , , , ,1,8,9, ,6,9, , , , , , ,2, ,2, ,1,1,1,2,2, ,4, ,2,5, ,1,3,2,97,.811446,1
50200078,20050202,2,14,0,3,0,.697674418604651,0,0,0,0,0,0,.232558139534884,0,0,.465116279069767,0,.232558139534884,.465116279069767,0,0,0,9,7, , , , , , , , , , , , ,5,20,1,9,10,9,8,8,9,8,9, ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,8,8, , , , , , ,2, ,1,9,1,4,3,1,3, ,7, ,5,5, ,1,1,3,97,1.140574,1
50200079,20050202,1,14,0,10,2.32558139534884,0,0,0,0,0,0,0,0,0,1.86046511627907,.465116279069767,2.32558139534884,0,0,0,0,0,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,351, , ,10,10,10,10,8,5,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,8,10, , , , , , ,2, ,2, ,1,1,1,1,3, , ,8,3,5, ,1,1,2,97,2.216718,1
50200081,20050202,1,15,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,3,3, , , , , , , , , , , , ,3,8,1,3, ,6,6,3,7,7,2,2,5,6, ,3,1,20, , ,6,5,6,4,3,5,5,7,4,6, , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,7,4, , , , , , ,2, ,2, ,1,6,1,2,3, , ,2,3,2, ,2,1,5,9,1.928019,1
50200099,20050202,2,2,1, ,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,135, , ,5,5,8,6,8,7,8,9,7,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,6,5, , , , , , ,1,4,1,7,1,8,2,1,2, ,5, ,4,3, ,1,2,4,7,.630152,0
50200100,20050202,2,14,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,311, , ,7,10,10,10,1,4,8,10,10,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,5,9, , , , , , ,2, ,1,9,1,4,3,1,3, ,3, ,4,3, ,4,1,5,8,.7634,0
50200101,20050202,2,6,0,4,.930232558139535,0,0,0,0,0,0,0,.232558139534884,0,.697674418604651,0,0,0,.465116279069767,0,.465116279069767,0,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,701,830, ,1,6,6,5,7,8,8,6,6,8,7,7,7,8,7,1,9,8,8,1,2, , , , , , , , , , , , ,1,2,4, ,4,5, , , , , , ,1,5,2, ,3,1,3,1,1, ,2, ,2,3, ,98,98,98,98,1,1
50200114,20050202,1,9,8, ,8,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,246, , ,8,8,10,8,5,9,9,10,6,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,8,7, , , , , , ,2, ,2, ,1,3,2,2,3, ,10, ,5,3, ,3,1,5,9,.400071,1
50200118,20050202,1,2,15, ,0,0,0,15,0,0,0,5,3,5,2,0,0,10,1,0,4,0,6,4, , , , , , , , , , , , ,2,29,25,7, ,8,9,6,6,8,4,2,4,5,2,1,2,97,130, ,6,5,7,7,5,6,7,8,6,6,7,7,7,7,6,7,8,8,8,7,2, , , , , , , , , , , , ,1,7,7, ,7,7, , , , , , ,2, ,1,8,1,2,2,2,1, ,2, ,5,3, ,1,3,3,1,.811446,1
50200127,20050202,2,9,12, ,2,0,10,0,0,0,0,5,5,2,0,0,0,10,2,0,0,0,9,9,1,9, ,10,10,8,9,10,9,6, , , , , , , , , , , , , , , , , ,2,1,239, , ,7,10,7,10,7,10,7,10,9,9, , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,10, , , , , , ,2, ,2, ,97,1,3,1,1, , ,10,5,5, ,2,3,5,9,.783228,1
50200131,20050202,1,14,8, ,0,0,0,8,0,0,0,4,0,4,0,0,8,0,0,0,0,0,8,7, , , , , , , , , , , , ,3,11,20,9, ,8,9,9,10,10,7, ,9,10, ,3,1,394, , ,5,4,9,9,9,4,2,8,4,3, , , , , , , , , , , , , , , , , , , , , , , ,2, ,3, ,3,1, , , , , , ,2, ,1,3,3,4,2,1,2, ,2, ,3,3, ,4,1,5,5,1.7003,1
50200145,20050202,2,2,1, ,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,4, , , , , , , , , , , , ,3,16,3,8, ,5,8,8,10,9,2,2,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,10, ,10,8, , , , , , ,2, ,2, ,1,1,2,1,3,3, , ,4,5, ,3,1,3,4,.703253,1
50200155,20050202,1,17,2, ,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,16,250, ,10,10,7,5,7,10,8,10,10,97,6,7,8,5,8,5,8,10,9,5,1, , , , , , , , , , , , ,2, ,7, ,4,8, , , , , , ,2, ,1,9,1,1,2,1,3, ,10, ,4,4, ,1,1,5,98,.132491,1
50200231,20050202,2,12,0,2,.465116279069767,0,0,0,0,0,0,.232558139534884,0,.232558139534884,0,0,.465116279069767,0,0,0,0,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,404,640, ,7,10,10,10,10,10,10,9,7,5,3,10,10,10,10,10,10,3,3,3,2, , , , , , , , , , , , ,1,3,10, ,3,10, , , , , , ,2, ,2, ,3,1,2,1,3,3, , ,4,2, ,1,1,3,4,.601467,0
50200244,20050202,2,9,4, ,0,0,0,0,2,0,2,0,4,0,0,0,0,2,0,2,0,0,9,7,2,9,8,8,6,8,8,8,8,6, , ,2,15,1,8, ,7,7,6,9,7,7, ,7,9, ,2,1,229, , ,7,9,9,9,4,8,8,9,8,5, , , , , , , , , , , , , , , , , , , , , , , ,1,8,6, ,9,8, , , , , , ,2, ,2, ,1,6,2,1,3,3, , ,5,5, ,6,6,5,6,.453413,1
50200249,20050202,2,12,6, ,6,0,0,0,0,0,0,0,6,0,0,0,0,0,4,2,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,98,410, ,10,9,9,9,10,10,10,5,97,8,7,10,10,10,3,10,97,9,97,5,2, , , , , , , , , , , , ,2, ,2, ,7,3, , , , , , ,2, ,1,8,1,4,1,2,3, ,2, ,5,5, ,4,4,5,2,.221213,0
50200273,20050202,2,13,4, ,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,4,0,0,7,5,2,7, ,8,5,7,8,8,9,9, , ,2,3,15,9, ,8,8,9,9,8,6, ,9,9, ,2,2,25,602, ,7,6,8,8,8,5,5,9,8,4, , , , , , , , , , , , , , , , , , , , , , , ,1,5,6, ,8,7, , , , , , ,2, ,2, ,3,4,1,2,3, ,6, ,4,4, ,2,4,4,1,.601467,1
50200018,20050203,1,15,0,2,0,.465116279069767,0,0,0,0,0,0,0,0,0,.465116279069767,0,0,.465116279069767,0,0,0,8,6, , , , , , , , , , , , ,5,2,11,8, ,7,5,6,9,7,97, ,97,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,3,97, , , , , , ,2, ,2, ,1,1,2,1,3, ,5, ,4,5, ,3,1,5,8,1.393141,1
50200024,20050203,2,15,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,17,4, ,1,4,7,7,4,1,5,5,3,1,6,6,7,5,7,5,5,9,10,1,2, , , , , , , , , , , , ,1,1,2, ,2,2, , , , , , ,1,1,2, ,3,1,1,1,2, ,44, ,4,1, ,5,6,5,4,1.296912,1
50200059,20050203,1,1,7, ,0,0,0,7,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,6, , , , , , , , , , , , ,2,11,13,9, ,8,8,7,9,8,9, ,9,8, ,2,1,49, , ,6,6,8,9,2,5,6,8,8,5, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,6, , , , , , ,2, ,2, ,1,2,2,1,1, ,5, ,2,4, ,1,3,1,97,1.865125,1
50200083,20050203,2,12,0,5,1.16279069767442,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,1.16279069767442,0,0,0,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,98, , ,8,9,9,7,5,7,8,8,8,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,9,9, , , , , , ,2, ,1,8,1,4,1,1,3, ,5, ,4,5, ,1,3,1,97,.601467,0
50200085,20050203,1,15,0,6,1.3953488372093,0,0,0,0,0,0,0,0,0,0,1.3953488372093,0,0,0,.465116279069767,.930232558139535,0,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,17, , ,9,5,10,10,7,6,4,9,8,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,9, ,9,9, , , , , , ,2, ,2, ,1,1,1,1,2, ,2, ,4,4, ,1,2,1,9,1.928019,1
50200086,20050203,2,15,6, ,6,0,0,0,0,0,0,2,0,2,0,2,4,0,2,0,0,0,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,50, , ,8,8,10,10,9,8,10,10,9,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,9,6, , , , , , ,2, ,2, ,1,4,1,2,3, ,10, ,5,4, ,4,1,4,98,1.271205,0
50200091,20050203,1,1,4, ,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,3, , , , , , , , , , , , ,2,10,5,6, ,5,97,5,97,4,1,2,6,97, ,2,2,10,130, ,6,6,6,6,6,97,4,5,6,97,7,6,6,6,6,97,6,6,6,97,1, , , , , , , , , , , , ,2, ,4, ,3,3, , , , , , ,2, ,1,6,3,2,1,1,1, ,1,6,5,3, ,6,6,2,4,1.715171,1
50200149,20050203,2,2,8, ,0,8,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,1,1, , , , , , , , , , , , ,3,2,29,1, ,2,2,1,8,2,1,2,98,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,8, ,9,7, , , , , , ,2, ,1,6,1,3,2,1,2, , ,10,2,2, ,3,1,5,9,.703253,0
50200157,20050203,1,14,19, ,0,16,0,3,0,0,0,5,0,14,0,0,10,0,4,3,0,2,7,9, , , , , , , , , , , , ,1,18,17,10,10,5,5,10,10,9,9, ,9,9, ,3,1,106, , ,10,10,10,10,9,9,10,10,10,97, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,6, , , , , , ,1,4,2, ,1,1,1,1,1, ,1, ,5,4, ,4,1,3,98,1.7003,0
50200177,20050203,2,9,20, ,18,0,0,0,2,0,0,5,4,9,0,2,10,6,2,2,0,0,8,8,5,5, ,7,7,8,9,9,8,8, , , , , , , , , , , , , , , , , ,2,1,255, , ,9,10,5,8,9,7,9,10,10,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,8,5, , , , , , ,2, ,2, ,1,2,1,2,3, ,10, ,5,3, ,1,2,3,9,.783228,1
50200183,20050203,2,11,0,2,.465116279069767,0,0,0,0,0,0,0,.465116279069767,0,0,0,0,0,0,.465116279069767,0,0,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,97, , ,10,10,5,8,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,97, ,8,97, , , , , , ,2, ,2, ,1,4,1,2,3, ,10, ,5,5, ,6,6,1,3,.533846,1
50200216,20050203,1,9,14, ,12,0,0,0,0,0,2,1,5,5,3,0,0,0,2,2,10,0,7,4,4,9, ,9,8,9,8,9,10,9, , ,3,7,11,9, ,7,7,7,8,7,7, ,7,9, ,1,3,211,210,8, , , , , , , , , , ,7,7,7,8,5,7,5,9,8,7,1, , , , , , , , , , , , ,1,6,5, ,9,7, , , , , , ,2, ,1,8,1,1,2,2,1, ,10, ,5,4, ,1,2,1,2,1.101725,1
50200332,20050203,1,17,4, ,4,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,250,251, ,9,8,10,10,10,8,8,10,10,6,9,8,10,10,10,9,9,10,10,6,2, , , , , , , , , , , , ,1,8,8, ,7,8, , , , , , ,2, ,1,8,1,8,2,1,2, ,1, ,5,4, ,1,3,4,7,.132491,1
50200073,20050204,1,1,12, ,0,0,0,12,0,0,0,5,0,5,0,2,12,0,0,0,0,0,8,2, , , , , , , , , , , , ,1,24,30,10, ,10,10,10,9,9,9, ,7,10, ,1,2,28,169, ,7,10,10,10,9,10,8,9,9,9,9,10,10,10,9,8,9,9,10,9,2, , , , , , , , , , , , ,1,9,9, ,9,7, , , , , , ,2, ,2, ,3,1,3,1,3, ,1, ,2,4, ,1,1,2,97,1.865125,0
50200084,20050204,1,15,0,5,1.16279069767442,0,0,0,0,0,0,0,1.16279069767442,0,0,0,.232558139534884,0,.465116279069767,0,0,.465116279069767,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,8, , ,8,8,9,9,9,9,8,9,9,97, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,8,8, , , , , , ,2, ,1,6,3,4,1,1,1, ,18, ,5,5, ,3,1,5,5,1.393141,1
50200094,20050204,1,15,6, ,6,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,2,0,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,98, , ,9,9,10,9,9,8,10,10,8,8, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,10,8, , , , , , ,2, ,1,8,1,4,1,2,3, ,15, ,4,5, ,4,2,5,3,1.393141,1
50200259,20050204,1,9,0,2,0,0,0,0,.465116279069767,0,0,0,.465116279069767,0,0,0,0,0,0,.465116279069767,0,0,10,1,2,10, ,5,10,8,10,10,10,2,2, , , , , , , , , , , , , , , , ,2,1,28, , ,10,10,10,10,10,10,8,10,10,10, , , , , , , , , , , , , , , , , , , , , , , ,2, ,5, ,10,8, , , , , , ,2, ,2, ,1,1,2,1,3, ,10, ,4,4, ,5,6,1,2,.336323,1
50200057,20050205,2,15,14, ,14,0,0,0,0,0,0,5,2,5,0,2,10,2,2,0,0,0,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,43, , ,7,7,7,7,7,8,8,8,8,7, , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, ,7,8, , , , , , ,2, ,2, ,1,3,1,2,3, ,4,6,5,5, ,2,1,3,3,1.301604,0
50200062,20050205,1,7,20, ,10,0,0,10,0,0,0,7,0,7,0,6,0,0,4,6,10,0,6,7, , , , , , , , , , , , ,3,11,13,10, ,9,9,8,7,10,1,2,1,10, ,3,2,106,112, ,7,6,7,8,7,5,10,10,10,6,8,6,9,8,9,6,10,10,10,8,2, , , , , , , , , , , , ,1,7,6, ,9,8, , , , , , ,1,8,2, ,1,95,3,1,3, ,30, ,5,5, ,3,4,5,98,1.6656,0
50200069,20050205,2,15,6, ,0,4,0,2,0,0,0,2,4,0,0,0,0,0,4,0,0,2,8,7, , , , , , , , , , , , ,1,7,17,10, ,6,6,9,9,9,6, ,9,9, ,1,1,312, , ,7,10,10,9,9,10,10,10,10,5, , , , , , , , , , , , , , , , , , , , , , , ,1,10,7, ,10,7, , , , , , ,2, ,2, ,1,2,2,1,3, ,4, ,4,5, ,6,6,2,2,1.296912,1
50200135,20050205,1,7,16, ,2,0,0,7,7,0,0,5,0,0,11,0,14,0,2,0,0,0,6,8,4,5, ,4,5,10,7,5,7,6, , ,4,2,15,7, ,5,3,6,8,5,5,2,5,8, ,4,2,246,240, , , , , , , , , , , ,7,8,8,6,8,7,7,7,8,5,1, , , , , , , , , , , , ,1,7,5, ,6,5, , , , , , ,1,5,2, ,1,4,2,2,3, ,4, ,4,4, ,4,1,5,4,1.6656,1
50200047,20050206,2,15,10, ,8,0,0,2,0,0,0,7,0,0,2,1,6,0,0,2,2,0,8,8, , , , , , , , , , , , ,4,6,10,9, ,5,8,9,10,9,5,2,10,9, ,5,1,135, , ,8,9,10,7,9,8,10,10,9,7, , , , , , , , , , , , , , , , , , , , , , , ,1,7,6, ,8,6, , , , , , ,1,4,1,9,1,2,1,2,3, ,10, ,5,4, ,1,1,5,9,1.301604,1
